Url,Status,Name,Organisation,Address,City,State,Zip Code,Country,E-mails,Domain,Alexa Rank,Registrar
https://fydo.steaminedik.pro/GQEHU?tag_id=747518&sub_id1=nov_15099585_Windows_10.0_Chrome&sub_id2=410874278257517046&cookie_id=dcbc8830-89eb-4781-bc20-43e15567cf5b&lp=download_screen_arrow&convert=Your%20Video%20Is%20Ready%20To%20Stream&allb=redirect&ob=redirect&href=https%3A%2F%2Fwww.predictionds.com%2Fjump%2Fnext.php%3Fr%3D2160135%26sub1%3D%5BWEBSITEID%5D&hop=5&info=&geo=IN&sub=fydo,Legitimate,STEAMINEDIK.PROsteaminedik.pro,WhoisGuard Inc.,P.O. Box 0823-03411,Panama,Panama,None,PA,abuse@namecheap.come74306e2bf194f65847fbc094b110618.protect@whoisguard.com,STEAMINEDIK.PROsteaminedik.pro,-1,NAMECHEAP INC
https://github.com/,Legitimate,GITHUB.COMgithub.com,GitHub Inc.,None,None,CA,None,US,abusecomplaints@markmonitor.comwhoisrequest@markmonitor.com,GITHUB.COMgithub.com,78,MarkMonitor Inc.
https://www.kaggle.cohttps://www.kaggle.com/ryches/better-indoor-localization-wipm/ryches/better-indoor-localization-wip,Legitimate,KAGGLE.COMkaggle.com,Google LLC,None,None,CA,None,US,abusecomplaints@markmonitor.comwhoisrequest@markmonitor.com,KAGGLE.COMkaggle.com,-1,MarkMonitor Inc.
http://blackhogriflecompany.com/cashie/pend/cp-session/webmail-message...,Malicious,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,-1,Not Found
http://blog.crowdfundingplace.co.uk/wp-includes/js/vestecol/Benignaf253acMaliciousb...,Malicious,crowdfundingplace.co.uk,None,None,None,None,None,None,None,crowdfundingplace.co.uk,-1,123-Reg Limited t/a 123-reg [Tag = 123-REG]
http://blog.crowdfundingplace.co.uk/wp-includes/js/vestecol/Benignaf253acMaliciousb...,Malicious,crowdfundingplace.co.uk,None,None,None,None,None,None,None,crowdfundingplace.co.uk,-1,123-Reg Limited t/a 123-reg [Tag = 123-REG]
http://blackhogriflecompany.com/cashie/pend/cp-session/webmail-message...,Malicious,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,-1,Not Found
https://github.com/,Legitimate,GITHUB.COMgithub.com,GitHub Inc.,None,None,CA,None,US,abusecomplaints@markmonitor.comwhoisrequest@markmonitor.com,GITHUB.COMgithub.com,25,MarkMonitor Inc.
https://github.com/,Legitimate,GITHUB.COMgithub.com,GitHub Inc.,None,None,CA,None,US,abusecomplaints@markmonitor.comwhoisrequest@markmonitor.com,GITHUB.COMgithub.com,25,MarkMonitor Inc.
https://trailhead.salesforce.com/,Legitimate,SALESFORCE.COMsalesforce.com,Salesforce.com Inc.,Salesforce Tower, 415 Mission Street, 3rd Floor,San Francisco,CA,94105,US,abusecomplaints@markmonitor.comregistrar-updates@salesforce.comwhoisrequest@markmonitor.com,SALESFORCE.COMsalesforce.com,230,MarkMonitor Inc.
https://www.lumosity.com/purchase?promotion_code=S-CYBER-WEEK22-RM-40&send_day=2022-11-23&token=9f7ee2ca-860e-fd29-c413-a2eb1ffa3b9f,Legitimate,LUMOSITY.COM,Domains By Proxy LLC,DomainsByProxy.com2155 E Warner Rd,Tempe,Arizona,85284,US,abuse@godaddy.com,LUMOSITY.COM,15642,GoDaddy.com LLC
https://tinyurl4.ru/JcheFGpj/,Legitimate,TINYURL4.RU,None,None,None,None,None,None,None,TINYURL4.RU,24267,R01-RU
https://ibomma.org.in/love-today/,Legitimate,ibomma.org.in,None,None,None,Tamil Nadu,None,IN,abuse@registrar.eu,ibomma.org.in,89394,Hosting Concepts B.V. d/b/a Openprovider
https://github.com/,Legitimate,GITHUB.COMgithub.com,GitHub Inc.,None,None,CA,None,US,abusecomplaints@markmonitor.comwhoisrequest@markmonitor.com,GITHUB.COMgithub.com,25,MarkMonitor Inc.
http://blackhogriflecompany.com/cashie/pend/cp-session/webmail-message...,Malicious,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,-1,Not Found
http://blackhogriflecompany.com/cashie/pend/cp-session/webmail-message...,Malicious,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,-1,Not Found
https://github.com/,Legitimate,GITHUB.COMgithub.com,GitHub Inc.,None,None,CA,None,US,abusecomplaints@markmonitor.comwhoisrequest@markmonitor.com,GITHUB.COMgithub.com,24,MarkMonitor Inc.
http://blackhogriflecompany.com/cashie/pend/cp-session/webmail-message...,Malicious,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,-1,Not Found
https://github.com/,Legitimate,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,24,Not Found
https://github.com/,Legitimate,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,24,Not Found
https://github.com/,Legitimate,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,25,Not Found
http://blackhogriflecompany.com/cashie/pend/cp-session/webmail-message...,Malicious,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,-1,Not Found
http://blackhogriflecompany.com/cashie/pend/cp-session/webmail-message...,Malicious,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,-1,Not Found
http://blackhogriflecompany.com/cashie/pend/cp-session/webmail-message...,Malicious,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,-1,Not Found
https://www.cocubes.com,Legitimate,COCUBES.COMcocubes.com,Aon Corporation,123 N. Wacker Dr,Chicago,IL,60606,US,domainabuse@cscglobal.comdns_master@aon.com,COCUBES.COMcocubes.com,51263,CSC CORPORATE DOMAINS INC.
https://www.cocubes.com,Legitimate,COCUBES.COMcocubes.com,Aon Corporation,123 N. Wacker Dr,Chicago,IL,60606,US,domainabuse@cscglobal.comdns_master@aon.com,COCUBES.COMcocubes.com,-1,CSC CORPORATE DOMAINS INC.
http://blackhogriflecompany.com/cashie/pend/cp-session/webmail-message...,Malicious,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,-1,Not Found
https://github.com/,Legitimate,GITHUB.COMgithub.com,GitHub Inc.,None,None,CA,None,US,abusecomplaints@markmonitor.comwhoisrequest@markmonitor.com,GITHUB.COMgithub.com,-1,MarkMonitor Inc.
http://blackhogriflecompany.com/cashie/pend/cp-session/webmail-message...,Malicious,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,-1,Not Found
http://blackhogriflecompany.com/cashie/pend/cp-session/webmail-message...,Malicious,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,-1,Not Found
http://blackhogriflecompany.com/cashie/pend/cp-session/webmail-message...,Malicious,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,-1,Not Found
https://www.google.com/aclk?sa=l&ai=DChcSEwi9-dGIrPL9AhX_g0sFHdtmCbIYABAAGgJzZg&sig=AOD64_1eH4iXGupi5gOLN-7_-_feV6FeJA&q&adurl&ved=2ahUKEwjt_8qIrPL9AhXASWwGHQJ_CywQ0Qx6BAgCEAE,Legitimate,GOOGLE.COMgoogle.com,Google LLC,None,None,CA,None,US,abusecomplaints@markmonitor.comwhoisrequest@markmonitor.com,GOOGLE.COMgoogle.com,-1,MarkMonitor Inc.
https://www.zee5.com/?,Legitimate,ZEE5.COMzee5.com,Domains By Proxy LLC,DomainsByProxy.com2155 E Warner Rd,Tempe,Arizona,85284,US,abuse@godaddy.com,ZEE5.COMzee5.com,-1,GoDaddy.com LLC
http://blackhogriflecompany.com/cashie/pend/cp-session/webmail-message...,Malicious,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,-1,Not Found
http://blackhogriflecompany.com/cashie/pend/cp-session/webmail-message...,Malicious,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,-1,Not Found
https://www.zee5.com/?,Legitimate,ZEE5.COMzee5.com,Domains By Proxy LLC,DomainsByProxy.com2155 E Warner Rd,Tempe,Arizona,85284,US,abuse@godaddy.com,ZEE5.COMzee5.com,-1,GoDaddy.com LLC
https://5movierulz.mu/,Legitimate,5movierulz.mu,None,None,None,None,None,None,None,5movierulz.mu,-1,Gandi SAS
http://blackhogriflecompany.com/cashie/pend/cp-session/webmail-message...,Malicious,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,-1,Not Found
https://www.hotstar.com/in,Legitimate,HOTSTAR.COM,Privacy Protect LLC (PrivacyProtect.org),10 Corporate Drive,Burlington,MA,01803,US,abuse@bigrock.comcontact@privacyprotect.org,HOTSTAR.COM,-1,BigRock Solutions Ltd.
http://blackhogriflecompany.com/cashie/pend/cp-session/webmail-message...,Malicious,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,-1,Not Found
http://blackhogriflecompany.com/cashie/pend/cp-session/webmail-message...,Malicious,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not found in database,Not Found,-1,Not Found
https://www.hotstar.com/in,Legitimate,HOTSTAR.COM,Privacy Protect LLC (PrivacyProtect.org),10 Corporate Drive,Burlington,MA,01803,US,abuse@bigrock.comcontact@privacyprotect.org,HOTSTAR.COM,-1,BigRock Solutions Ltd.
